;SUBJECT_ID;;IP;;;;QUESTION_ID;IMAGE_ID;GT_ANSWER;MODEL;COLOR_COND;GT_CONFORM;DATASET;EXP_LIST;;ANSW_CORRECT;SHAPES;COLORS;MATERIALS;GEN_SCENE;COMPETENT;
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124670;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;3;5;5;5;Next
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124672;data;Next;;;;;;;;;;;;;;;
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124675;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;4;4;5;Next
id;2kuqn9volvquovn99s0thtumk0;ip;102.132.215.54;time;1714124681;data;"<id:	QUESTION_ID	305803005	";"	IMAGE_ID	305803	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;Next
id;hee5jcjie7rict3unfap527b8c;ip;41.161.81.226;time;1714124682;data;"<id:	QUESTION_ID	423618001	";"	IMAGE_ID	423618	";"	GT_ANSWER	plastic	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;1;1;2;2;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124683;data;"<id:	QUESTION_ID	465795000	";"	IMAGE_ID	465795	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;1;3;3;4;3;Next
id;orrf98mjdp87vnilgpmlee6nlq;ip;41.13.196.64;time;1714124683;data;Yes;;;;;;;;;;;;;;;
id;n5cr3q72h6pt07q95em5pfe9v4;ip;105.245.180.146;time;1714124692;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;5;4;5;5;Next
id;ke0ditb1qentslbelnjg6q7h9p;ip;222.153.147.143;time;1714124693;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;0;5;5;Next
id;3rr9drn9enmnno0tdma9u83298;ip;41.144.3.206;time;1714124695;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;n5cr3q72h6pt07q95em5pfe9v4;ip;105.245.180.146;time;1714124697;data;Next;;;;;;;;;;;;;;;
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124697;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;4;5;5;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124698;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;0;1;0;0;2;Next
id;hee5jcjie7rict3unfap527b8c;ip;41.161.81.226;time;1714124702;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;7fkg2j0sdmmq65fhkoh82thkv1;ip;41.121.83.34;time;1714124706;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;1;1;1;Next
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124707;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;3;2;0;2;2;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124709;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;1;2;0;3;2;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124711;data;Yes;;;;;;;;;;;;;;;
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124716;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;4;0;4;4;Next
id;2kuqn9volvquovn99s0thtumk0;ip;102.132.215.54;time;1714124722;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;3;3;5;3;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124727;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;4;1;1;3;2;Next
id;3rr9drn9enmnno0tdma9u83298;ip;41.144.3.206;time;1714124729;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124729;data;"<id:	QUESTION_ID	96075000	";"	IMAGE_ID	96075	";"	GT_ANSWER	sunny	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;3;0;4;3;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124730;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;4;1;1;3;3;Next
id;k2tjeiq662b81o6f5bbcuc6jmf;ip;196.6.209.11;time;1714124731;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;Next
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124732;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;0;4;5;4;5;4;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124733;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;4;0;0;3;3;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124733;data;Next;;;;;;;;;;;;;;;
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124735;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;hee5jcjie7rict3unfap527b8c;ip;41.161.81.226;time;1714124740;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;2;2;1;Next
id;ke0ditb1qentslbelnjg6q7h9p;ip;222.153.147.143;time;1714124742;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;0;0;5;5;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124745;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;0;0;4;4;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124746;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;3rr9drn9enmnno0tdma9u83298;ip;41.144.67.206;time;1714124749;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;4;4;4;5;5;Next
id;n5cr3q72h6pt07q95em5pfe9v4;ip;105.245.180.146;time;1714124749;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;2;2;1;Next
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124754;data;"<id:	QUESTION_ID	571034002	";"	IMAGE_ID	571034	";"	GT_ANSWER	cows	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;4;5;5;5;Next
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124756;data;"<id:	QUESTION_ID	14970	";"	IMAGE_ID	14970	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;3;2;0;3;2;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124757;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;4;1;1;1;Next
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124761;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;2;1;1;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124763;data;"<id:	QUESTION_ID	132487	";"	IMAGE_ID	13249	";"	GT_ANSWER	blue	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;4;4;0;4;4;Next
id;orrf98mjdp87vnilgpmlee6nlq;ip;41.13.196.64;time;1714124767;data;"<id:	QUESTION_ID	552504005	";"	IMAGE_ID	552504	";"	GT_ANSWER	flying kite	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	trial	>";<id:>;yes;5;5;5;5;5;Next
id;7fkg2j0sdmmq65fhkoh82thkv1;ip;41.121.83.34;time;1714124768;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;1;1;1;1;1;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124768;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;3;4;5;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124768;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;1;1;1;2;1;Next
id;orrf98mjdp87vnilgpmlee6nlq;ip;41.13.196.64;time;1714124770;data;Next;;;;;;;;;;;;;;;
id;2kuqn9volvquovn99s0thtumk0;ip;102.132.215.54;time;1714124771;data;"<id:	QUESTION_ID	117948	";"	IMAGE_ID	11795	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;5;1;5;3;3;Next
id;ke0ditb1qentslbelnjg6q7h9p;ip;222.153.147.143;time;1714124776;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;5;5;5;5;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124776;data;"<id:	QUESTION_ID	131020	";"	IMAGE_ID	13102	";"	GT_ANSWER	rubber	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;0;0;0;0;0;0;Next
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124777;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;2;1;2;1;Next
id;7fkg2j0sdmmq65fhkoh82thkv1;ip;41.121.83.34;time;1714124783;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;9lf5ed7m02ovi458k7e2mgmskd;ip;115.188.165.154;time;1714124788;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;4;3;3;3;Next
id;3rr9drn9enmnno0tdma9u83298;ip;41.144.67.206;time;1714124793;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124793;data;"<id:	QUESTION_ID	499400002	";"	IMAGE_ID	499400	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;4;3;5;5;Next
id;hee5jcjie7rict3unfap527b8c;ip;41.161.81.226;time;1714124793;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;4;4;4;5;5;Next
id;ke0ditb1qentslbelnjg6q7h9p;ip;222.153.147.143;time;1714124793;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;0;4;0;5;5;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124795;data;"<id:	QUESTION_ID	530875000	";"	IMAGE_ID	530875	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;0;2;0;3;2;Next
id;6ugeqs6e10rp5mvtlg36rd42am;ip;87.41.149.130;time;1714124798;data;I want to participate;;;;;;;;;;;;;;;
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124798;data;"<id:	QUESTION_ID	305803005	";"	IMAGE_ID	305803	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;0;0;0;1;1;Next
id;orrf98mjdp87vnilgpmlee6nlq;ip;41.13.196.64;time;1714124798;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;2kuqn9volvquovn99s0thtumk0;ip;102.132.215.54;time;1714124799;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;3;1;1;2;2;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124804;data;"<id:	QUESTION_ID	14970	";"	IMAGE_ID	14970	";"	GT_ANSWER	cyan	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;0;1;0;3;2;Next
id;n5cr3q72h6pt07q95em5pfe9v4;ip;105.245.180.146;time;1714124804;data;"<id:	QUESTION_ID	14760	";"	IMAGE_ID	14760	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;2;1;2;1;Next
id;k2tjeiq662b81o6f5bbcuc6jmf;ip;196.6.209.11;time;1714124805;data;"<id:	QUESTION_ID	77	";"	IMAGE_ID	7	";"	GT_ANSWER	no	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;5;Next
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124810;data;"<id:	QUESTION_ID	14998	";"	IMAGE_ID	14998	";"	GT_ANSWER	1	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;4;5;0;5;4;Next
id;6ugeqs6e10rp5mvtlg36rd42am;ip;87.41.149.130;time;1714124811;data;60fdc10e5899cc7ae56046cf;32;female;native;Next;;;;;;;;;;;
id;ke0ditb1qentslbelnjg6q7h9p;ip;222.153.147.143;time;1714124811;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;0;5;5;Next
id;7fkg2j0sdmmq65fhkoh82thkv1;ip;41.121.83.34;time;1714124812;data;"<id:	QUESTION_ID	478736013	";"	IMAGE_ID	478736	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;3;2;1;2;2;Next
id;iq2fbn3egjkonvh58qhvpcgr5r;ip;105.216.107.12;time;1714124812;data;I want to participate;;;;;;;;;;;;;;;
id;hee5jcjie7rict3unfap527b8c;ip;41.161.81.226;time;1714124817;data;"<id:	QUESTION_ID	134288004	";"	IMAGE_ID	134288	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;1;2;3;1;Next
id;6e3gunrbk3vb50g59v4i40vag5;ip;161.29.17.228;time;1714124817;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;0;2;2;Next
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124818;data;"<id:	QUESTION_ID	14847	";"	IMAGE_ID	14847	";"	GT_ANSWER	no	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;4;5;4;5;5;Next
id;iq2fbn3egjkonvh58qhvpcgr5r;ip;105.216.107.12;time;1714124823;data;5fd8a0646c16732304844f31;28;female;native;Next;;;;;;;;;;;
id;k2tjeiq662b81o6f5bbcuc6jmf;ip;196.6.209.11;time;1714124827;data;"<id:	QUESTION_ID	134537	";"	IMAGE_ID	13454	";"	GT_ANSWER	cyan	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;Next
id;61n3aoq7kiep220jvn5lqdf7h5;ip;112.141.53.189;time;1714124828;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;0;5;5;Next
id;2kuqn9volvquovn99s0thtumk0;ip;102.132.215.54;time;1714124828;data;"<id:	QUESTION_ID	14913	";"	IMAGE_ID	14913	";"	GT_ANSWER	large	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;5;5;5;4;Next
id;c8a98e7hip4sgjgv9n8luthhae;ip;92.40.174.137;time;1714124829;data;"<id:	QUESTION_ID	37688001	";"	IMAGE_ID	37688	";"	GT_ANSWER	orange	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;yes;5;4;4;5;5;Next
id;3rr9drn9enmnno0tdma9u83298;ip;41.144.3.206;time;1714124830;data;"<id:	QUESTION_ID	14907	";"	IMAGE_ID	14907	";"	GT_ANSWER	brown	";"	MODEL	uni-nlx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;4;1;Next
id;7fkg2j0sdmmq65fhkoh82thkv1;ip;41.121.83.34;time;1714124832;data;"<id:	QUESTION_ID	130433	";"	IMAGE_ID	13044	";"	GT_ANSWER	green	";"	MODEL	nlx-gpt	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;1;1;1;1;1;Next
id;orrf98mjdp87vnilgpmlee6nlq;ip;41.13.196.64;time;1714124836;data;"<id:	QUESTION_ID	14643	";"	IMAGE_ID	14643	";"	GT_ANSWER	red	";"	MODEL	uni-nlx	";"	COLOR_COND	clr	";"	GT_CONFORM	yes	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;yes;5;4;5;5;5;Next
id;0l7vpd07viforaqdevtl64hd66;ip;86.166.73.200;time;1714124836;data;"<id:	QUESTION_ID	381870001	";"	IMAGE_ID	381870	";"	GT_ANSWER	yes	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;2;0;2;3;2;Next
id;5ihettkoc1bopd16us5svm9ir6;ip;109.77.149.59;time;1714124840;data;"<id:	QUESTION_ID	305803005	";"	IMAGE_ID	305803	";"	GT_ANSWER	no	";"	MODEL	pjx	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	vqax	";"	EXP_LIST	1	>";<id:>;no;3;1;2;1;1;Next
id;n5cr3q72h6pt07q95em5pfe9v4;ip;105.245.180.146;time;1714124840;data;"<id:	QUESTION_ID	118161	";"	IMAGE_ID	11817	";"	GT_ANSWER	red	";"	MODEL	nlx-gpt	";"	COLOR_COND	bw	";"	GT_CONFORM	no	";"	DATASET	clevrx	";"	EXP_LIST	1	>";<id:>;no;2;1;2;2;1;Next
